"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",4,51000000,"３ＬＤＫ",90,"1996年","ＳＲＣ","","","１種住居","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",4,60000000,"３ＬＤＫ＋Ｓ",105,"1986年","ＳＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,46000000,"３ＬＤＫ",75,"2001年","ＳＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",3,27000000,"２ＬＤＫ",65,"1982年","ＳＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",3,56000000,"４ＬＤＫ",105,"1986年","ＳＲＣ","","","１種住居","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",10,33000000,"３ＬＤＫ",65,"1980年","ＳＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",9,72000000,"３ＬＤＫ",85,"2008年","ＲＣ","","","","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,23000000,"２ＬＤＫ",55,"1978年","ＲＣ","","","準工業","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",5,11000000,"１Ｒ",25,"1981年","ＲＣ","","","準工業","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",3,34000000,"３ＬＤＫ",60,"1986年","ＳＲＣ","","","１種住居","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,57000000,"３ＬＤＫ",80,"2001年","ＳＲＣ","","","準工業","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,50000000,"３ＬＤＫ",75,"2008年","ＲＣ","","","準工業","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",13,40000000,"３ＬＤＫ",70,"1979年","ＳＲＣ","","","準工業","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",5,12000000,"１Ｒ",25,"1981年","ＲＣ","","","準工業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",2,63000000,"５ＬＤＫ",105,"1986年","ＳＲＣ","","","１種住居","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,52000000,"３ＬＤＫ",75,"2001年","","","","","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",1,63000000,"３ＬＤＫ",80,"2001年","ＳＲＣ","","","商業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",7,75000000,"３ＬＤＫ",70,"2022年","ＲＣ","","","準工業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",5,9600000,"１ＤＫ",25,"1981年","ＲＣ","","","準工業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",1,62000000,"３ＬＤＫ",75,"2001年","ＳＲＣ","","","商業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",15,32000000,"３ＬＤＫ",70,"2009年","ＲＣ","","","","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",15,37000000,"３ＬＤＫ",65,"1999年","ＳＲＣ","","","","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",15,31000000,"３ＬＤＫ",70,"2009年","ＲＣ","","","準工業","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",9,59000000,"２ＬＤＫ＋Ｓ",70,"2015年","ＲＣ","","","１種住居","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",10,28000000,"３ＤＫ",55,"1982年","ＳＲＣ","","","","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",13,52000000,"３ＬＤＫ",80,"2009年","ＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",15,32000000,"３ＬＤＫ",80,"1982年","ＳＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",15,40000000,"３ＬＤＫ",75,"1999年","ＳＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",17,25000000,"３ＬＤＫ",80,"1982年","ＳＲＣ","","","準工業","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",14,46000000,"３ＬＤＫ",70,"2009年","ＲＣ","","","準工業","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",14,49000000,"３ＬＤＫ",80,"2003年","ＲＣ","","","準工業","","","2024年第4四半期","改装済み",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",10,26000000,"３ＤＫ",65,"1982年","ＳＲＣ","","","準工業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",9,37000000,"２ＬＤＫ",80,"1987年","ＳＲＣ","","","準工業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",13,57000000,"３ＬＤＫ",70,"2009年","ＲＣ","","","準工業","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",20,38000000,"３ＬＤＫ",80,"1999年","ＲＣ","","","準工業","","","2024年第4四半期","改装済み",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",7,41000000,"３ＬＤＫ",75,"1981年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",3,39000000,"３ＬＤＫ",70,"1986年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,66000000,"４ＬＤＫ",85,"2001年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",5,43000000,"３ＬＤＫ",85,"1981年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,63000000,"３ＬＤＫ",75,"2001年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",6,42000000,"３ＬＤＫ",75,"1981年","ＳＲＣ","","","準工業","","","2025年第1四半期","改装済み",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",6,36000000,"３ＬＤＫ",85,"1981年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",3,53000000,"４ＬＤＫ",90,"1986年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",10,33000000,"２ＬＤＫ",65,"1976年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",4,66000000,"４ＬＤＫ",100,"1996年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,58000000,"３ＬＤＫ",70,"2001年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",5,40000000,"３ＬＤＫ",75,"1981年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",7,52000000,"２ＬＤＫ",60,"2000年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",11,49000000,"２ＬＤＫ",65,"2004年","ＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",5,45000000,"２ＬＤＫ＋Ｓ",75,"1981年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",9,65000000,"３ＬＤＫ",85,"2008年","ＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",8,48000000,"３ＬＤＫ",75,"2001年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","大島","東大島",2,55000000,"４ＬＤＫ",90,"1986年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",10,54000000,"３ＬＤＫ＋Ｓ",85,"2005年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",9,54000000,"３ＬＤＫ",75,"2005年","ＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",13,31000000,"２ＬＤＫ",75,"1980年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",13,74000000,"４ＬＤＫ",100,"2005年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",10,50000000,"３ＬＤＫ＋Ｓ",85,"2005年","","","","","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",10,58000000,"３ＬＤＫ",80,"2005年","ＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",10,50000000,"３ＬＤＫ＋Ｓ",85,"2005年","","","","","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","亀戸","東大島",9,50000000,"３ＬＤＫ",80,"2005年","ＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",10,36000000,"３ＬＤＫ",70,"1982年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",13,46000000,"３ＬＤＫ",70,"2009年","ＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",16,36000000,"３ＬＤＫ",70,"1996年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",15,30000000,"３ＬＤＫ",80,"1982年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",15,24000000,"１ＬＤＫ＋Ｓ",50,"2008年","ＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13108","東京都","江東区","東砂","東大島",10,26000000,"３ＤＫ",60,"1982年","ＳＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,36000000,"３ＬＤＫ",60,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,63000000,"５ＬＤＫ",100,"1986年","ＳＲＣ","","","１種住居",60,400,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",10,27000000,"１ＬＤＫ",35,"1976年","ＳＲＣ","住宅","住宅","準工業",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,23000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,32000000,"２ＬＤＫ",50,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,30000000,"３ＬＤＫ",55,"1981年","ＳＲＣ","住宅","住宅","商業",80,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,21000000,"１Ｋ",20,"2007年","ＲＣ","住宅","その他","準工業",60,400,"2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,36000000,"２ＬＤＫ＋Ｓ",60,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",1,62000000,"３ＬＤＫ",70,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2024年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,23000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,19000000,"１Ｋ",20,"2010年","ＲＣ","住宅","その他","準工業",60,400,"2024年第3四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,38000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,33000000,"３ＬＤＫ",60,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,28000000,"３ＬＤＫ",55,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,36000000,"３ＬＤＫ",60,"1986年","ＳＲＣ","住宅","","１種住居",60,400,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,25000000,"１Ｋ",30,"2002年","ＲＣ","住宅","住宅","準工業",60,400,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,37000000,"２ＬＤＫ",50,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,60000000,"３ＬＤＫ",100,"1986年","ＳＲＣ","","住宅","準工業",60,400,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,32000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,29000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,45000000,"",60,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2024年第2四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,40000000,"３ＬＤＫ",65,"1986年","ＳＲＣ","","住宅","１種住居",60,400,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,240000000,"オープンフロア",310,"1997年","ＲＣ","工場、事務所","その他","準工業",60,300,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,42000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","","住宅","準工業",60,300,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",8,50000000,"３ＬＤＫ",65,"2008年","ＲＣ","","住宅","準工業",60,300,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,42000000,"３ＬＤＫ",55,"1981年","ＳＲＣ","住宅","住宅","商業",80,400,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,46000000,"３ＬＤＫ",65,"1986年","ＳＲＣ","","住宅","１種住居",60,400,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,29000000,"２ＬＤＫ",50,"1986年","ＳＲＣ","","住宅","１種住居",60,400,"2024年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,41000000,"２ＬＤＫ",55,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,21000000,"１ＤＫ",20,"2010年","ＲＣ","","その他","準工業",60,400,"2023年第4四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,40000000,"３ＬＤＫ",60,"1986年","ＳＲＣ","","住宅","１種住居",60,400,"2023年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,43000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","","住宅","準工業",60,300,"2023年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,12000000,"",20,"1981年","ＲＣ","","住宅","準工業",60,300,"2023年第3四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,28000000,"２ＬＤＫ＋Ｓ",65,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,25000000,"１ＬＤＫ",35,"2002年","ＲＣ","住宅","その他","準工業",60,400,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,36000000,"３ＬＤＫ",55,"1981年","ＳＲＣ","","住宅","商業",80,400,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,50000000,"４ＬＤＫ",85,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2023年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,39000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","","住宅","準工業",60,300,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",10,25000000,"２ＬＤＫ",55,"1976年","ＳＲＣ","住宅","住宅","準工業",60,300,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",1,24000000,"",55,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2023年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,25000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2023年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,25000000,"１Ｋ",20,"2015年","ＲＣ","住宅","住宅","商業",80,400,"2023年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,29000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","その他","準工業",60,300,"2023年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,42000000,"３ＬＤＫ",55,"1981年","ＳＲＣ","住宅","住宅","商業",80,400,"2022年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,33000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,45000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,36000000,"２ＬＤＫ",55,"1981年","ＳＲＣ","住宅","住宅","商業",80,400,"2022年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",10,29000000,"１ＬＤＫ",35,"1976年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",3,36000000,"２ＬＤＫ",55,"1981年","ＳＲＣ","住宅","住宅","商業",80,400,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,19000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,20000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,34000000,"３ＬＤＫ",50,"1981年","ＳＲＣ","住宅","住宅","商業",80,400,"2022年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",10,36000000,"３ＬＤＫ",55,"1976年","ＳＲＣ","","住宅","準工業",60,300,"2022年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",8,49000000,"３ＬＤＫ",70,"2008年","ＲＣ","","住宅","準工業",60,300,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,11000000,"１ＤＫ",20,"1981年","ＲＣ","","住宅","準工業",60,300,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,37000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,43000000,"４ＬＤＫ",85,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,49000000,"３ＬＤＫ",70,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2022年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,20000000,"１Ｋ",30,"2002年","ＲＣ","住宅","住宅","準工業",60,400,"2022年第2四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,62000000,"４ＬＤＫ",80,"2000年","ＲＣ","住宅","事務所","準工業",60,300,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,15000000,"３ＬＤＫ",50,"1981年","ＳＲＣ","","その他","商業",80,400,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,23000000,"１Ｋ",25,"2014年","ＲＣ","","住宅","準工業",60,300,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,46000000,"３ＬＤＫ",70,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2022年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,36000000,"２ＬＤＫ＋Ｓ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,40000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",6,7600000,"１Ｋ",15,"1981年","ＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,48000000,"３ＬＤＫ",70,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,32000000,"",75,"1981年","ＳＲＣ","事務所","事務所","準工業",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",4,34000000,"２ＬＤＫ",50,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,42000000,"２ＬＤＫ＋Ｓ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",8,42000000,"３ＬＤＫ",70,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",1,54000000,"３ＬＤＫ",70,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,36000000,"３ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,45000000,"２ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",8,36000000,"２ＬＤＫ＋Ｓ",55,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,19000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,21000000,"１Ｋ",20,"2010年","ＲＣ","住宅","","準工業",60,400,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",9,38000000,"３ＬＤＫ",60,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,43000000,"２ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",5,43000000,"２ＬＤＫ",70,"1981年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","大島","東大島",2,57000000,"４ＬＤＫ",80,"1986年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第3四半期","改装済み",""
