取引価格（総額）,面積（㎡）,最寄駅：距離（分）,建築年,築年数,市区町村コード
260000000,130,5,2007,18,19
120000000,65,5,2007,18,19
110000000,70,5,2007,18,19
60000000,40,6,2005,20,19
35000000,30,5,2013,12,19
120000000,65,1,2011,14,19
120000000,70,6,2012,13,19
12000000,25,10,1988,37,19
18000000,35,10,1977,48,19
62000000,55,5,2005,20,19
53000000,50,5,2009,16,19
120000000,105,8,2001,24,19
68000000,70,10,2000,25,19
54000000,40,3,2004,21,19
33000000,45,11,1983,42,19
73000000,75,9,2003,22,19
34000000,60,7,1964,61,19
86000000,60,6,2012,13,19
19000000,35,5,1972,53,19
110000000,60,6,2012,13,19
200000000,115,1,2005,20,19
67000000,100,6,1991,34,19
21000000,25,3,1979,46,19
27000000,25,4,2004,21,19
24000000,30,9,2003,22,19
18000000,20,4,1979,46,19
33000000,50,7,1968,57,19
27000000,40,2,1967,58,19
15000000,25,1,1973,52,19
71000000,55,1,2007,18,19
130000000,110,4,1997,28,19
47000000,60,9,1970,55,19
79000000,50,5,2006,19,19
41000000,30,5,2006,19,19
53000000,45,3,2004,21,19
110000000,65,3,2005,20,19
60000000,60,8,1980,45,19
30000000,35,1,2003,22,19
39000000,25,5,2006,19,19
60000000,40,10,2001,24,19
95000000,75,4,1998,27,19
170000000,85,6,2008,17,19
19000000,20,4,1981,44,19
16000000,25,7,1980,45,19
14000000,20,2,1981,44,19
31000000,20,2,1995,30,19
130000000,85,6,2008,17,19
120000000,60,7,2017,8,19
75000000,55,6,2008,17,19
210000000,80,6,2025,0,19
200000000,90,8,2017,8,19
95000000,45,6,2024,1,19
14000000,15,4,1979,46,19
87000000,50,7,2017,8,19
56000000,40,7,1994,31,19
200000000,85,5,2001,24,19
150000000,100,8,1997,28,19
130000000,60,9,2017,8,19
50000000,40,5,1980,45,19
49000000,40,6,2008,17,19
300000000,90,8,2023,2,19
160000000,70,8,2023,2,19
14000000,15,6,1981,44,19
48000000,40,1,2004,21,19
57000000,55,10,2000,25,19
52000000,45,5,2009,16,19
98000000,80,11,1999,26,19
65000000,60,3,1999,26,19
100000000,80,9,2015,10,19
19000000,25,2,2006,19,19
50000000,65,10,1981,44,19
78000000,65,9,2001,24,19
110000000,75,5,2016,9,19
65000000,55,7,1999,26,19
25000000,40,11,1980,45,19
100000000,70,10,2015,10,19
120000000,90,9,1993,32,19
55000000,45,5,2009,16,19
77000000,60,3,2002,23,19
35000000,55,5,1967,58,19
100000000,70,8,2010,15,19
91000000,65,8,2010,15,19
190000000,125,7,1989,36,19
140000000,115,10,1982,43,19
22000000,25,5,2007,18,19
85000000,95,5,1983,42,19
25000000,50,4,1958,67,19
68000000,60,6,1995,30,19
100000000,55,2,2020,5,19
59000000,55,6,1995,30,19
120000000,60,5,2018,7,19
120000000,60,5,2018,7,19
77000000,60,3,1996,29,19
46000000,35,6,2019,6,19
80000000,60,6,2003,22,19
20000000,25,7,1983,42,19
130000000,65,7,2015,10,19
130000000,70,7,2015,10,19
150000000,70,7,2015,10,19
130000000,60,7,2015,10,19
150000000,75,7,2015,10,19
130000000,70,7,2015,10,19
130000000,70,7,2015,10,19
120000000,60,7,2015,10,19
35000000,55,5,1972,53,19
9000000,20,3,1992,33,19
60000000,75,7,1983,42,19
10000000,25,4,1984,41,19
9000000,15,4,1987,38,19
52000000,55,9,1994,31,19
19000000,20,2,2006,19,19
22000000,45,7,1981,44,19
19000000,30,4,1992,33,19
90000000,75,6,2012,13,19
28000000,95,5,1970,55,19
90000000,50,5,2017,8,19
56000000,55,5,1985,40,19
120000000,60,10,2016,9,19
120000000,65,9,2016,9,19
210000000,85,10,2016,9,19
110000000,70,7,2000,25,19
82000000,60,9,2012,13,19
230000000,85,9,2016,9,19
220000000,85,9,2016,9,19
46000000,30,3,2011,14,19
99000000,60,2,2013,12,19
27000000,20,3,2004,21,19
78000000,50,5,2007,18,19
150000000,70,3,2015,10,19
90000000,80,5,1982,43,19
64000000,50,8,2002,23,19
30000000,40,4,1974,51,19
29000000,40,4,1974,51,19
38000000,45,9,1978,47,19
52000000,35,5,1999,26,19
92000000,70,4,2013,12,19
15000000,20,3,1982,43,19
33000000,35,2,2004,21,19
12000000,20,2,1976,49,19
40000000,25,7,2022,3,19
20000000,40,4,1963,62,19
40000000,40,2,1983,42,19
42000000,30,2,2014,11,19
36000000,40,2,1989,36,19
36000000,40,4,2002,23,19
61000000,35,8,2022,3,19
72000000,65,2,2004,21,19
25000000,25,2,1984,41,19
25000000,60,5,1966,59,19
24000000,30,3,1982,43,19
64000000,40,7,2022,3,19
33000000,30,4,2014,11,19
53000000,50,2,1989,36,19
88000000,65,7,2014,11,19
57000000,45,4,2005,20,19
48000000,50,6,1979,46,19
130000000,70,5,2021,4,19
51000000,45,5,2003,22,19
90000000,55,5,2015,10,19
87000000,60,5,2015,10,19
61000000,55,5,1995,30,19
42000000,45,4,1984,41,19
29000000,30,1,1982,43,19
55000000,45,8,2009,16,19
8300000,15,6,1988,37,19
59000000,45,2,2008,17,19
160000000,80,4,2014,11,19
33000000,25,4,2021,4,19
150000000,75,2,2017,8,19
65000000,50,2,2008,17,19
26000000,25,4,2008,17,19
130000000,75,5,2020,5,19
100000000,70,10,2015,10,19
110000000,60,5,2020,5,19
48000000,80,4,1981,44,19
30000000,25,4,2007,18,19
87000000,55,2,2018,7,19
110000000,60,3,2021,4,19
45000000,35,2,2012,13,19
130000000,80,2,2003,22,19
90000000,60,3,2003,22,19
33000000,45,6,1981,44,19
62000000,60,6,2004,21,19
34000000,35,3,2000,25,19
22000000,25,5,2006,19,19
68000000,50,3,2003,22,19
35000000,55,2,1980,45,19
26000000,25,3,2005,20,19
16000000,25,6,1985,40,19
89000000,65,7,2015,10,19
71000000,45,2,2021,4,19
80000000,60,2,2009,16,19
36000000,40,2,1987,38,19
94000000,55,1,2021,4,19
20000000,40,6,1977,48,19
150000000,80,7,2014,11,19
20000000,35,4,1977,48,19
77000000,45,3,2018,7,19
17000000,25,6,1988,37,19
23000000,40,5,1976,49,19
110000000,70,3,2018,7,19
16000000,25,1,1984,41,19
26000000,35,8,1974,51,19
37000000,55,3,1976,49,19
64000000,55,5,2008,17,19
110000000,90,5,2003,22,19
88000000,80,3,2003,22,19
90000000,90,3,2003,22,19
72000000,75,7,2003,22,19
35000000,50,8,1981,44,19
16000000,40,5,1979,46,19
67000000,55,2,1998,27,19
26000000,55,3,1979,46,19
20000000,35,3,1972,53,19
44000000,55,2,1992,33,19
62000000,50,8,1999,26,19
42000000,35,2,2004,21,19
60000000,45,4,2021,4,19
72000000,45,4,2021,4,19
37000000,60,5,1969,56,19
43000000,30,7,2017,8,19
21000000,20,7,2001,24,19
99000000,105,9,1988,37,19
13000000,20,3,1983,42,19
52000000,35,7,2014,11,19
50000000,35,4,2000,25,19
52000000,45,7,1969,56,19
55000000,45,7,1969,56,19
100000000,75,6,2018,7,19
79000000,65,6,1996,29,19
95000000,70,5,2012,13,19
120000000,80,10,2002,23,19
92000000,70,8,2000,25,19
63000000,45,7,2002,23,19
58000000,55,6,1984,41,19
69000000,60,4,2010,15,19
40000000,50,5,2010,15,19
120000000,65,5,2002,23,19
68000000,55,5,1995,30,19
10000000,15,11,1985,40,19
20000000,15,3,1999,26,19
88000000,60,3,1999,26,19
27000000,25,6,2004,21,19
16000000,20,6,1985,40,19
26000000,20,3,2005,20,19
44000000,40,1,1978,47,19
50000000,35,4,2009,16,19
26000000,20,4,2006,19,19
28000000,20,1,2004,21,19
34000000,45,2,1979,46,19
95000000,50,2,2019,6,19
110000000,50,1,2023,2,19
43000000,35,4,2003,22,19
30000000,35,1,1978,47,19
43000000,60,3,1970,55,19
19000000,30,9,1983,42,19
23000000,20,7,2007,18,19
73000000,70,10,2003,22,19
26000000,20,5,2007,18,19
27000000,20,5,2008,17,19
59000000,60,9,1983,42,19
35000000,25,4,2014,11,19
53000000,35,3,2004,21,19
82000000,55,7,2008,17,19
63000000,40,6,2014,11,19
19000000,20,6,2004,21,19
81000000,70,10,2015,10,19
22000000,20,8,2004,21,19
14000000,30,6,1971,54,19
51000000,40,2,2004,21,19
26000000,20,1,2005,20,19
25000000,20,1,2005,20,19
37000000,25,3,2018,7,19
26000000,20,6,2002,23,19
57000000,40,10,2004,21,19
22000000,25,3,1978,47,19
40000000,25,7,2022,3,19
30000000,20,5,2010,15,19
41000000,25,4,2018,7,19
49000000,45,3,2003,22,19
9000000,35,4,1964,61,19
33000000,25,6,2017,8,19
27000000,20,2,2003,22,19
34000000,25,3,2014,11,19
17000000,20,4,2000,25,19
22000000,25,0,1984,41,19
12000000,20,2,1979,46,19
12000000,15,2,1979,46,19
90000000,50,6,1997,28,19
47000000,25,8,2020,5,19
29000000,25,9,2016,9,19
22000000,20,9,2005,20,19
33000000,25,1,2014,11,19
17000000,20,3,1979,46,19
46000000,55,1,1987,38,19
65000000,40,4,2005,20,19
40000000,40,4,2005,20,19
10000000,20,5,1972,53,19
150000000,65,7,2015,10,19
120000000,60,7,2015,10,19
80000000,65,5,1999,26,19
24000000,20,3,2005,20,19
49000000,40,7,1969,56,19
28000000,20,3,2017,8,19
11000000,15,5,1988,37,19
21000000,20,2,2006,19,19
15000000,20,8,2002,23,19
61000000,60,6,1998,27,19
13000000,15,7,1986,39,19
22000000,30,8,1993,32,19
30000000,25,7,2020,5,19
67000000,60,4,1996,29,19
27000000,15,4,2006,19,19
24000000,25,12,2015,10,19
30000000,25,6,2018,7,19
33000000,25,9,2016,9,19
17000000,15,10,1999,26,19
23000000,40,2,1969,56,19
97000000,75,4,2001,24,19
110000000,85,7,2006,19,19
38000000,20,7,2006,19,19
25000000,20,6,2005,20,19
54000000,40,6,1979,46,19
25000000,20,5,2003,22,19
46000000,30,5,1999,26,19
73000000,55,6,1979,46,19
85000000,20,3,1995,30,19
17000000,15,6,1985,40,19
140000000,80,7,2017,8,19
23000000,20,6,2001,24,19
30000000,25,1,2003,22,19
30000000,30,1,2003,22,19
37000000,25,3,2015,10,19
30000000,25,6,1977,48,19
26000000,20,6,2008,17,19
26000000,20,11,2008,17,19
70000000,75,7,1988,37,19
50000000,40,8,2009,16,19
74000000,35,2,2023,2,19
170000000,85,2,2004,21,19
66000000,55,4,2001,24,19
52000000,30,5,2022,3,19
24000000,20,5,2006,19,19
30000000,25,5,2013,12,19
210000000,75,9,2016,9,19
120000000,55,9,2016,9,19
100000000,55,4,2017,8,19
120000000,65,2,2013,12,19
20000000,25,1,1988,37,19
26000000,20,4,2005,20,19
64000000,50,6,1983,42,19
89000000,50,5,2018,7,19
52000000,30,5,1999,26,19
64000000,45,9,2002,23,19
27000000,20,5,2007,18,19
78000000,50,7,2020,5,19
86000000,50,3,2022,3,19
24000000,20,3,2005,20,19
38000000,25,2,2018,7,19
45000000,30,2,2012,13,19
27000000,35,9,1981,44,18
90000000,70,11,2017,8,18
95000000,65,1,2003,22,18
38000000,50,4,1978,47,18
130000000,105,6,1991,34,18
140000000,75,6,2014,11,18
66000000,45,5,2009,16,18
150000000,80,3,2002,23,18
35000000,40,9,1983,42,18
83000000,65,8,1997,28,18
44000000,45,6,1984,41,18
97000000,70,9,2005,20,18
90000000,60,10,2008,17,18
90000000,50,2,2020,5,18
22000000,25,8,1992,33,18
220000000,75,1,2021,4,18
83000000,65,6,1997,28,18
96000000,70,8,2014,11,18
83000000,60,8,2014,11,18
90000000,70,6,2004,21,18
190000000,110,2,2019,6,18
110000000,80,5,2005,20,18
35000000,40,2,1990,35,18
78000000,65,7,2001,24,18
39000000,40,2,1983,42,18
74000000,60,6,2004,21,18
48000000,75,6,1962,63,18
100000000,60,3,2015,10,18
120000000,75,5,2001,24,18
54000000,60,1,1980,45,18
95000000,70,11,2018,7,18
79000000,60,9,2006,19,18
58000000,40,4,2019,6,18
88000000,75,11,1998,27,18
110000000,80,4,2002,23,18
98000000,65,2,2023,2,18
87000000,70,9,2016,9,18
82000000,60,2,2012,13,18
97000000,60,3,2019,6,18
50000000,45,1,2004,21,18
51000000,40,12,2018,7,18
150000000,75,9,2015,10,18
40000000,60,2,1970,55,18
53000000,45,5,2018,7,18
47000000,80,1,1983,42,18
55000000,60,9,2001,24,18
38000000,45,5,1999,26,18
21000000,25,2,1995,30,18
34000000,40,5,1990,35,18
13000000,20,8,1977,48,18
54000000,50,3,1997,28,18
54000000,45,1,1983,42,18
18000000,30,2,1987,38,18
85000000,55,2,2008,17,18
93000000,65,2,2015,10,18
110000000,70,2,2008,17,18
130000000,65,2,2015,10,18
60000000,60,5,1987,38,18
77000000,60,10,2020,5,18
64000000,50,8,2005,20,18
78000000,65,5,2011,14,18
77000000,60,1,1999,26,18
35000000,30,2,2018,7,18
56000000,50,3,2006,19,18
69000000,55,1,2005,20,18
240000000,125,3,2008,17,18
64000000,55,10,1995,30,18
39000000,35,2,2008,17,18
90000000,60,6,2018,7,18
18000000,20,1,1993,32,18
27000000,35,4,2005,20,18
120000000,75,3,2013,12,18
28000000,50,8,1977,48,18
90000000,65,5,2019,6,18
47000000,40,12,2005,20,18
40000000,25,2,2018,7,18
50000000,40,3,2006,19,18
25000000,30,6,2013,12,18
85000000,70,7,1987,38,18
100000000,65,8,2018,7,18
25000000,30,6,2013,12,18
160000000,75,6,2024,1,18
89000000,80,1,1997,28,18
68000000,60,3,2006,19,18
73000000,65,6,2001,24,18
15000000,35,5,1979,46,18
16000000,25,7,1992,33,18
16000000,30,4,1965,60,18
27000000,85,5,1964,61,18
110000000,75,5,2011,14,18
16000000,30,4,1966,59,18
130000000,60,1,2011,14,18
38000000,40,6,2005,20,18
110000000,70,9,2013,12,18
78000000,85,4,1970,55,18
22000000,20,5,2001,24,18
32000000,35,6,1998,27,18
63000000,70,3,1985,40,18
66000000,65,5,1982,43,18
60000000,50,2,2012,13,18
17000000,25,3,2002,23,18
65000000,50,2,2012,13,18
89000000,55,4,2007,18,18
83000000,65,3,2001,24,18
41000000,40,4,2010,15,18
18000000,35,10,1982,43,18
85000000,70,12,2005,20,18
86000000,65,1,1998,27,18
53000000,40,5,2011,14,18
51000000,35,5,2009,16,18
45000000,55,3,1979,46,18
14000000,25,7,1981,44,18
33000000,45,7,1982,43,18
14000000,20,5,1985,40,18
150000000,95,4,2001,24,18
60000000,40,6,2001,24,18
33000000,40,10,1983,42,18
37000000,75,10,1964,61,18
92000000,70,10,2004,21,18
40000000,60,12,1978,47,18
170000000,75,10,2019,6,18
82000000,75,7,1997,28,18
72000000,65,10,2003,22,18
20000000,30,11,1981,44,18
110000000,75,5,2016,9,18
44000000,30,4,2019,6,18
78000000,55,8,2018,7,18
59000000,60,6,1987,38,18
92000000,65,6,2013,12,18
63000000,40,3,2011,14,18
36000000,50,5,1977,48,18
50000000,50,8,1979,46,18
120000000,55,4,2021,4,18
70000000,55,5,2015,10,18
25000000,25,4,2004,21,18
73000000,60,7,2001,24,18
27000000,25,2,2002,23,18
120000000,85,5,2003,22,18
47000000,50,6,1984,41,18
150000000,85,5,2005,20,18
130000000,75,5,2005,20,18
28000000,35,3,1972,53,18
59000000,70,1,1978,47,18
65000000,55,4,2000,25,18
150000000,75,6,2023,2,18
59000000,40,6,2023,2,18
120000000,60,7,2018,7,18
55000000,45,3,2010,15,18
96000000,80,7,2003,22,18
40000000,55,7,1981,44,18
150000000,70,6,2024,1,18
38000000,60,7,1972,53,18
11000000,30,5,1982,43,18
40000000,50,7,1972,53,18
50000000,35,7,2019,6,18
56000000,40,4,2018,7,18
23000000,15,5,2001,24,18
35000000,25,4,2018,7,18
27000000,35,4,1997,28,18
60000000,45,2,2012,13,18
51000000,60,5,1984,41,18
27000000,20,2,2001,24,18
24000000,20,9,2003,22,18
21000000,20,3,2002,23,18
27000000,40,4,1979,46,18
32000000,25,3,2012,13,18
24000000,20,10,2000,25,18
23000000,15,11,2005,20,18
130000000,75,9,2011,14,18
89000000,55,4,2007,18,18
82000000,70,10,1997,28,18
20000000,15,9,1998,27,18
35000000,25,8,2016,9,18
110000000,65,7,2014,11,18
30000000,30,1,1990,35,18
77000000,55,3,2019,6,18
88000000,70,12,1998,27,18
79000000,55,10,2006,19,18
98000000,55,2,2023,2,18
88000000,55,8,2016,9,18
88000000,70,4,1997,28,18
21000000,20,1,1995,30,18
13000000,15,8,1977,48,18
69000000,50,5,2012,13,18
80000000,55,5,2017,8,18
19000000,15,10,1997,28,18
24000000,20,4,2011,14,18
9000000,20,3,2001,24,18
14000000,20,1,1986,39,18
96000000,65,3,2008,17,18
23000000,20,9,2005,20,18
60000000,50,7,1985,40,18
30000000,25,7,1985,40,18
31000000,30,2,2004,21,18
25000000,25,7,2006,19,18
7700000,10,8,1984,41,18
37000000,40,7,1988,37,18
48000000,25,8,2018,7,18
27000000,20,2,2002,23,18
20000000,30,3,1972,53,18
100000000,70,3,1999,26,18
50000000,45,7,1979,46,18
40000000,35,6,2000,25,18
88000000,55,4,2005,20,18
38000000,40,11,1995,30,18
17000000,15,1,1993,32,18
40000000,25,2,2018,7,18
59000000,65,2,1978,47,18
25000000,20,4,2004,21,18
32000000,25,4,2004,21,18
95000000,80,3,2020,5,18
15000000,15,11,1983,42,18
24000000,20,4,2004,21,18
28000000,30,12,1969,56,18
13000000,35,7,2001,24,18
70000000,70,3,2001,24,8
16000000,35,4,1983,42,8
64000000,40,2,2017,8,8
26000000,25,2,2009,16,8
13000000,15,1,1980,45,8
14000000,20,4,1982,43,8
66000000,55,5,1996,29,8
25000000,25,6,2007,18,8
69000000,65,2,2002,23,8
64000000,55,2,2003,22,8
18000000,35,10,1982,43,8
44000000,55,10,2017,8,8
14000000,45,9,1978,47,8
55000000,55,9,2018,7,8
29000000,40,8,1990,35,8
40000000,35,9,2018,7,8
62000000,60,4,2015,10,8
55000000,55,9,2001,24,8
70000000,65,4,1999,26,8
32000000,50,10,1979,46,8
55000000,50,10,2009,16,8
48000000,30,4,2021,4,8
66000000,60,6,2001,24,8
24000000,30,5,1984,41,8
49000000,35,3,2019,6,8
18000000,35,6,1981,44,8
37000000,40,9,2020,5,8
27000000,25,6,2019,6,8
27000000,25,6,2019,6,8
94000000,85,7,2016,9,8
44000000,35,9,2022,3,8
42000000,40,4,2019,6,8
46000000,45,4,2011,14,8
67000000,90,9,1998,27,8
44000000,40,5,2017,8,8
37000000,60,7,2012,13,8
87000000,75,7,2016,9,8
39000000,35,5,2022,3,8
49000000,45,5,2017,8,8
46000000,85,10,1989,36,8
42000000,45,7,1989,36,8
62000000,40,5,2021,4,8
80000000,55,4,2020,5,8
57000000,60,4,2013,12,8
100000000,70,6,2016,9,8
51000000,45,5,2000,25,8
65000000,60,4,2013,12,8
43000000,50,2,2013,12,8
82000000,80,8,2005,20,8
40000000,35,4,2023,2,8
20000000,45,6,1982,43,8
17000000,45,5,1982,43,8
44000000,55,6,2016,9,8
57000000,55,7,2014,11,8
41000000,35,5,2020,5,8
59000000,55,7,2012,13,8
29000000,45,6,1991,34,8
60000000,60,5,2002,23,8
64000000,55,5,2016,9,8
39000000,35,5,2020,5,8
29000000,30,4,2011,14,8
54000000,70,19,2006,19,8
75000000,65,5,2013,12,8
66000000,55,3,2011,14,8
60000000,55,3,2011,14,8
44000000,40,9,2017,8,8
61000000,65,7,2001,24,8
42000000,35,5,2021,4,8
68000000,65,7,2001,24,8
80000000,65,5,2012,13,8
39000000,35,7,2021,4,8
72000000,60,8,2017,8,8
44000000,60,7,1984,41,8
42000000,35,7,2021,4,8
90000000,70,3,2012,13,8
62000000,55,5,1997,28,8
50000000,70,4,1985,40,8
55000000,65,5,2009,16,8
60000000,60,5,1999,26,8
40000000,45,9,1999,26,8
37000000,40,8,1992,33,8
54000000,65,14,2011,14,8
41000000,60,14,2009,16,8
46000000,40,7,2010,15,8
55000000,50,7,2010,15,8
79000000,70,12,2002,23,8
84000000,65,5,2021,4,8
64000000,55,4,2007,18,8
42000000,40,4,2011,14,8
53000000,45,5,2021,4,8
100000000,65,2,2015,10,8
47000000,55,1,1981,44,8
48000000,60,3,2004,21,8
20000000,25,4,2006,19,8
100000000,55,2,2015,10,8
25000000,45,2,1977,48,8
80000000,60,3,2011,14,8
80000000,70,5,2002,23,8
80000000,55,8,2021,4,8
44000000,50,7,2008,17,8
96000000,75,9,2016,9,8
67000000,60,6,2017,8,8
60000000,65,11,2013,12,8
55000000,80,6,2003,22,8
83000000,115,5,1993,32,8
52000000,60,5,2000,25,8
68000000,60,5,2005,20,8
41000000,40,4,2009,16,8
23000000,35,4,1989,36,8
13000000,25,3,1988,37,8
68000000,65,5,2002,23,8
49000000,45,7,2016,9,8
90000000,75,1,2011,14,8
54000000,60,1,2000,25,8
47000000,60,2,1995,30,8
70000000,85,5,2004,21,8
48000000,55,3,2012,13,8
120000000,90,8,2002,23,8
120000000,105,2,2002,23,8
15000000,30,5,1977,48,8
23000000,25,6,2007,18,8
46000000,50,9,2021,4,8
33000000,55,14,2014,11,8
42000000,65,14,2014,11,8
79000000,55,5,2021,4,8
46000000,45,1,2000,25,8
42000000,35,5,2021,4,8
75000000,85,2,1988,37,8
39000000,45,2,2005,20,8
100000000,95,3,2004,21,8
77000000,70,3,2013,12,8
37000000,45,2,1981,44,8
43000000,45,2,2016,9,8
10000000,20,6,1989,36,8
77000000,60,10,2012,13,8
60000000,55,3,2019,6,8
44000000,40,6,2005,20,8
64000000,65,4,2012,13,8
72000000,70,5,2004,21,8
53000000,45,3,2012,13,8
24000000,25,5,2007,18,8
35000000,45,1,1978,47,8
110000000,50,4,2022,3,8
14000000,25,8,1987,38,8
77000000,55,4,2012,13,8
57000000,45,2,2020,5,8
56000000,45,3,2020,5,8
78000000,70,6,2004,21,8
85000000,65,2,1999,26,8
59000000,50,4,2005,20,8
15000000,15,1,1992,33,8
20000000,30,5,1974,51,8
24000000,30,13,1988,37,8
43000000,35,9,2019,6,8
29000000,30,1,2007,18,8
78000000,60,8,2011,14,8
67000000,55,5,2006,19,8
68000000,50,6,2018,7,8
70000000,55,8,1995,30,8
47000000,55,2,1995,30,8
13000000,15,3,1980,45,8
80000000,55,2,2002,23,8
47000000,50,14,2014,11,8
59000000,50,1,2001,24,8
43000000,40,1,2006,19,8
53000000,40,5,2021,4,8
33000000,30,4,2008,17,8
47000000,40,6,2011,14,8
43000000,40,5,2009,16,8
29000000,30,6,1998,27,8
28000000,25,6,2006,19,8
24000000,25,6,2007,18,8
9500000,20,5,1975,50,8
29000000,25,7,2016,9,8
28000000,20,9,2009,16,8
35000000,25,9,2023,2,8
34000000,25,9,2023,2,8
8500000,15,13,1989,36,8
28000000,30,11,2004,21,8
29000000,25,8,2016,9,8
16000000,20,9,1984,41,8
59000000,35,9,2023,2,8
61000000,35,9,2023,2,8
44000000,25,9,2023,2,8
44000000,25,9,2023,2,8
45000000,25,9,2023,2,8
65000000,35,9,2023,2,8
62000000,50,5,2019,6,8
100000000,70,4,2012,13,8
43000000,40,2,2016,9,8
60000000,50,5,2019,6,8
45000000,50,1,1981,44,8
28000000,30,8,2019,6,8
26000000,30,8,2019,6,8
41000000,40,8,2006,19,8
17000000,15,3,1984,41,8
57000000,60,19,2006,19,8
89000000,50,3,2020,5,8
25000000,30,3,1999,26,8
54000000,50,8,2000,25,8
14000000,15,7,1992,33,8
60000000,60,7,2013,12,8
38000000,30,5,2018,7,8
43000000,40,5,2015,10,8
31000000,35,1,2005,20,8
40000000,40,4,2018,7,8
23000000,35,4,1989,36,8
31000000,20,7,2017,8,8
24000000,35,4,1994,31,8
12000000,25,4,1973,52,8
100000000,60,4,2023,2,8
14000000,20,8,1987,38,8
78000000,65,6,2004,21,8
26000000,25,5,2017,8,8
84000000,95,6,2003,22,8
55000000,55,3,2014,11,12
60000000,60,8,2012,13,12
53000000,60,9,2001,24,12
30000000,30,3,2014,11,12
27000000,55,5,1981,44,12
46000000,50,2,2008,17,12
83000000,65,3,2015,10,12
20000000,50,6,1982,43,12
42000000,65,7,1999,26,12
55000000,55,2,2008,17,12
15000000,25,5,1980,45,12
57000000,75,5,2002,23,12
70000000,60,4,2012,13,12
58000000,65,10,2002,23,12
59000000,70,5,2002,23,12
50000000,65,9,1984,41,12
22000000,40,5,1978,47,12
24000000,30,7,2009,16,12
75000000,60,4,2012,13,12
42000000,40,5,2021,4,12
34000000,60,4,1998,27,12
68000000,65,8,2013,12,12
79000000,55,4,2006,19,12
47000000,40,5,2020,5,12
50000000,75,8,2002,23,12
54000000,55,8,1994,31,12
130000000,70,4,2006,19,12
38000000,35,4,2019,6,12
39000000,35,5,2019,6,12
57000000,45,2,2017,8,12
49000000,45,7,2017,8,12
69000000,70,7,2000,25,12
25000000,30,3,2016,9,12
59000000,55,6,2009,16,12
100000000,85,6,2009,16,12
30000000,55,6,1980,45,12
10000000,20,6,1989,36,12
53000000,60,8,2012,13,12
55000000,50,7,2011,14,12
54000000,65,6,1998,27,12
42000000,45,12,2005,20,12
55000000,65,9,2000,25,12
48000000,60,12,1999,26,12
57000000,65,9,2000,25,12
53000000,55,5,2016,9,12
46000000,45,9,2019,6,12
62000000,60,9,1999,26,12
54000000,65,9,1997,28,12
55000000,50,7,2011,14,12
21000000,30,9,2006,19,12
57000000,75,5,1989,36,12
69000000,70,14,1996,29,12
23000000,35,11,1989,36,12
28000000,30,13,2023,2,12
34000000,55,11,1989,36,12
30000000,35,11,2020,5,12
20000000,40,11,1984,41,12
50000000,65,14,2001,24,12
47000000,55,11,2009,16,12
80000000,75,5,2000,25,12
33000000,35,15,2020,5,12
25000000,30,11,2017,8,12
18000000,30,11,1989,36,12
19000000,25,11,2006,19,12
9800000,20,3,1981,44,12
26000000,40,3,1984,41,12
16000000,40,5,1970,55,12
52000000,65,3,1987,38,12
49000000,60,4,1995,30,12
26000000,25,4,2009,16,12
43000000,60,9,2020,5,12
16000000,40,3,1980,45,12
50000000,70,8,2014,11,12
26000000,50,2,1981,44,12
11000000,20,2,1991,34,12
35000000,40,8,2003,22,12
50000000,70,3,1995,30,12
80000000,70,3,2017,8,12
50000000,35,3,2020,5,12
63000000,60,8,2014,11,12
60000000,60,8,2018,7,12
46000000,50,10,1993,32,12
67000000,60,8,2014,11,12
53000000,55,12,2013,12,12
24000000,30,8,2011,14,12
13000000,20,6,1989,36,12
82000000,80,7,2015,10,12
20000000,25,9,2007,18,12
61000000,75,5,1997,28,12
56000000,70,5,1997,28,12
35000000,65,13,2000,25,12
15000000,40,10,1983,42,12
35000000,55,10,2012,13,12
75000000,80,7,2005,20,12
66000000,60,3,1996,29,12
49000000,55,4,2018,7,12
19000000,50,8,1982,43,12
23000000,30,7,2016,9,12
49000000,55,3,2009,16,12
46000000,75,6,2002,23,12
54000000,75,6,2014,11,12
55000000,80,8,2000,25,12
47000000,75,4,2004,21,12
46000000,70,2,2007,18,12
40000000,75,3,2003,22,12
44000000,80,2,2003,22,12
33000000,35,9,2018,7,12
58000000,60,6,2000,25,12
44000000,45,9,1993,32,12
45000000,60,10,1997,28,12
82000000,70,9,2017,8,12
21000000,45,10,1979,46,12
26000000,70,6,1983,42,12
40000000,80,5,1983,42,12
25000000,60,1,1977,48,12
24000000,40,1,1977,48,12
39000000,75,3,1983,42,12
44000000,45,2,2010,15,12
74000000,50,2,2022,3,12
11000000,25,3,1973,52,12
42000000,60,7,1983,42,12
33000000,25,2,2018,7,12
73000000,70,9,2002,23,12
65000000,55,11,2002,23,12
48000000,50,10,2007,18,12
23000000,25,10,2007,18,12
55000000,50,3,2014,11,12
20000000,20,10,2006,19,12
30000000,25,4,2017,8,12
41000000,35,4,2016,9,12
99000000,70,3,2015,10,12
57000000,55,8,1995,30,12
24000000,25,10,2012,13,12
53000000,40,3,2008,17,12
27000000,20,3,2008,17,12
32000000,25,3,2023,2,12
25000000,25,5,2016,9,12
50000000,55,8,1980,45,12
17000000,25,6,1995,30,12
21000000,15,7,2005,20,12
