取引価格（総額）,面積（㎡）,最寄駅：距離（分）,建築年,築年数,市区町村コード
45000000,55,5,1975,50,9
79000000,60,3,2014,11,9
48000000,35,6,2014,11,9
20000000,20,5,1980,45,9
40000000,25,4,2013,12,9
12000000,25,5,1976,49,9
84000000,85,7,1999,26,9
84000000,65,3,2019,6,9
85000000,80,1,2007,18,9
85000000,75,7,2000,25,9
110000000,70,4,2019,6,9
71000000,60,8,2005,20,9
83000000,65,6,2016,9,9
87000000,65,6,2016,9,9
79000000,65,4,2001,24,9
92000000,65,2,2012,13,9
28000000,20,6,2017,8,9
12000000,25,4,1973,52,9
20000000,35,4,1972,53,9
31000000,20,4,2018,7,9
33000000,20,11,2018,7,9
40000000,50,8,1975,50,9
24000000,20,10,2013,12,9
25000000,20,9,2009,16,9
27000000,40,2,1975,50,9
90000000,70,5,2013,12,9
26000000,50,3,1970,55,9
24000000,50,5,1979,46,9
54000000,30,8,2022,3,9
13000000,20,6,1987,38,9
91000000,65,5,2018,7,9
31000000,30,4,2002,23,9
90000000,65,5,2018,7,9
25000000,20,8,2014,11,9
24000000,45,2,1978,47,9
19000000,20,6,1997,28,9
10000000,40,5,1979,46,9
92000000,65,5,2018,7,9
25000000,20,4,2011,14,9
31000000,20,6,2017,8,9
35000000,25,10,2023,2,9
35000000,25,10,2023,2,9
45000000,60,1,1980,45,9
25000000,20,3,2001,24,9
26000000,20,8,2014,11,9
35000000,25,10,2023,2,9
36000000,25,10,2023,2,9
26000000,20,4,2016,9,9
67000000,60,3,1998,27,9
75000000,55,5,1995,30,9
21000000,15,8,1996,29,9
130000000,90,4,2009,16,9
24000000,20,4,2006,19,9
86000000,70,7,2012,13,9
15000000,15,9,1997,28,9
51000000,50,5,1978,47,36
80000000,65,4,2000,25,36
45000000,55,7,1968,57,36
130000000,90,9,2002,23,36
39000000,50,5,1973,52,36
160000000,75,10,2021,4,36
41000000,45,8,1983,42,36
25000000,25,7,2005,20,36
180000000,85,9,2010,15,36
210000000,100,9,2010,15,36
57000000,55,5,1978,47,36
31000000,40,7,1968,57,36
55000000,35,11,2020,5,36
54000000,50,9,1986,39,36
39000000,50,6,1969,56,36
88000000,55,8,2004,21,36
89000000,55,10,2006,19,36
25000000,30,3,1982,43,36
88000000,40,2,2009,16,36
130000000,80,7,2013,12,36
80000000,105,7,1972,53,36
15000000,20,3,1984,41,36
140000000,95,6,1999,26,36
62000000,50,12,2011,14,36
70000000,60,12,2011,14,36
14000000,30,12,1966,59,36
35000000,40,8,1980,45,36
75000000,65,10,1994,31,36
75000000,70,15,1997,28,36
82000000,60,12,1995,30,36
6800000,15,8,1984,41,36
90000000,75,11,2002,23,36
65000000,55,10,2000,25,36
80000000,55,9,2014,11,36
140000000,75,4,2013,12,36
62000000,75,8,1981,44,36
46000000,40,13,2003,22,36
46000000,50,5,1971,54,36
100000000,60,8,2012,13,36
56000000,55,7,1979,46,36
94000000,65,8,2008,17,36
94000000,60,10,2018,7,36
110000000,60,7,2012,13,36
120000000,75,15,2021,4,36
74000000,60,3,1982,43,36
88000000,55,8,2013,12,36
110000000,60,7,2012,13,36
150000000,80,12,1998,27,36
56000000,45,5,2010,15,36
40000000,30,5,2010,15,36
140000000,70,6,2016,9,36
45000000,55,12,1995,30,36
100000000,60,6,2016,9,36
120000000,60,9,2012,13,36
59000000,55,6,1982,43,36
58000000,40,7,2016,9,36
35000000,40,9,1977,48,36
53000000,55,15,1974,51,36
75000000,55,8,1997,28,36
130000000,70,6,2016,9,36
94000000,60,9,2018,7,36
77000000,60,12,2014,11,36
130000000,70,9,2012,13,36
110000000,60,9,2018,7,36
73000000,45,10,2018,7,36
98000000,60,9,2018,7,36
86000000,60,9,2013,12,36
80000000,110,13,2007,18,36
48000000,45,3,2000,25,36
140000000,85,9,2022,3,36
38000000,35,6,1996,29,36
38000000,40,8,1970,55,36
100000000,70,8,1999,26,36
76000000,55,5,2016,9,36
99000000,95,12,1972,53,36
140000000,75,1,2018,7,36
29000000,25,6,2000,25,36
110000000,65,5,2018,7,36
76000000,60,8,1999,26,36
160000000,85,11,1994,31,36
200000000,85,9,1994,31,36
68000000,70,11,1979,46,36
85000000,60,4,2016,9,36
12000000,25,15,1984,41,36
76000000,60,10,2016,9,36
53000000,50,11,1999,26,36
75000000,55,10,2016,9,36
110000000,75,12,2010,15,36
130000000,70,6,2020,5,36
14000000,20,7,1993,32,36
60000000,55,5,1995,30,36
130000000,75,12,2014,11,36
85000000,60,7,2014,11,36
33000000,40,5,1979,46,36
120000000,75,4,1997,28,36
84000000,65,5,1997,28,36
170000000,90,8,2005,20,36
26000000,25,7,2005,20,36
71000000,60,13,2008,17,36
53000000,60,18,1995,30,36
130000000,75,6,2012,13,36
50000000,30,4,2011,14,36
53000000,50,7,1970,55,36
42000000,45,9,1977,48,36
76000000,65,5,1970,55,36
100000000,65,14,2016,9,36
97000000,60,12,2016,9,36
37000000,40,6,1973,52,36
84000000,60,17,2016,9,36
110000000,85,7,1997,28,36
80000000,80,7,1971,54,36
52000000,45,8,1985,40,36
7500000,20,10,1982,43,36
9400000,15,1,1982,43,36
51000000,30,4,2017,8,36
130000000,80,8,1995,30,36
20000000,20,7,1985,40,36
19000000,35,9,1969,56,36
99000000,80,12,2007,18,36
65000000,70,16,2003,22,36
80000000,70,7,2010,15,36
36000000,40,6,1983,42,36
13000000,20,6,1976,49,36
66000000,40,5,2013,12,36
20000000,20,7,2001,24,36
11000000,20,8,1973,52,36
120000000,55,5,2013,12,36
130000000,75,5,2012,13,36
75000000,35,5,2019,6,36
260000000,225,15,1988,37,36
39000000,35,13,1997,28,36
54000000,45,7,2003,22,36
56000000,55,6,1972,53,36
22000000,45,6,1969,56,36
75000000,85,10,1979,46,36
63000000,65,13,1996,29,36
40000000,30,9,1997,28,36
100000000,80,8,1999,26,36
16000000,25,7,1963,62,36
49000000,50,5,1978,47,36
40000000,40,5,1972,53,36
80000000,55,5,2004,21,36
20000000,20,6,2003,22,36
25000000,20,2,2002,23,36
15000000,15,5,1984,41,36
89000000,50,8,2006,19,36
37000000,40,6,1996,29,36
28000000,20,6,2000,25,36
30000000,25,6,2000,25,36
91000000,55,10,2020,5,36
41000000,35,3,1978,47,36
110000000,50,9,2012,13,36
100000000,55,6,2016,9,36
31000000,40,3,1969,56,36
22000000,45,3,1969,56,36
50000000,40,9,1973,52,36
23000000,25,11,1990,35,36
60000000,55,10,2000,25,36
57000000,45,3,2001,24,36
37000000,35,7,1970,55,36
26000000,20,8,1999,26,36
120000000,70,7,2012,13,36
62000000,30,0,2024,1,36
24000000,20,4,2002,23,36
23000000,20,4,2002,23,36
32000000,25,7,1986,39,36
20000000,20,7,1985,40,36
5700000,10,9,1984,41,36
14000000,15,8,1997,28,36
42000000,40,12,1985,40,36
41000000,40,12,1985,40,36
75000000,60,14,1997,28,36
59000000,55,10,1998,27,36
64000000,55,13,1996,29,36
61000000,45,15,2004,21,36
97000000,60,9,2022,3,36
23000000,20,9,2002,23,36
48000000,40,16,1977,48,36
24000000,20,13,2003,22,36
72000000,70,15,1972,53,36
600000000,145,6,2020,5,36
29000000,25,12,1995,30,36
12000000,15,3,1984,41,36
63000000,75,6,1999,26,14
72000000,70,8,2013,12,14
60000000,60,2,2004,21,14
14000000,30,3,1986,39,14
53000000,75,8,2002,23,14
74000000,65,6,2019,6,14
8800000,35,9,1990,35,14
19000000,35,8,1990,35,14
47000000,80,7,1973,52,14
29000000,45,4,1976,49,14
68000000,85,6,2005,20,14
23000000,40,5,1976,49,14
19000000,45,4,1979,46,14
32000000,60,1,1983,42,14
50000000,75,11,1999,26,14
54000000,55,4,2012,13,14
91000000,130,6,1989,36,14
43000000,70,12,1997,28,14
69000000,95,9,1993,32,14
65000000,80,10,2004,21,14
86000000,90,12,2003,22,14
70000000,75,5,2012,13,14
52000000,75,4,1997,28,14
71000000,85,13,2003,22,14
47000000,55,6,1984,41,14
35000000,65,7,1971,54,14
61000000,100,7,2000,25,14
52000000,75,10,1989,36,14
63000000,75,10,2015,10,14
17000000,35,7,1980,45,14
44000000,70,7,2001,24,14
40000000,60,2,1999,26,14
32000000,70,11,1980,45,14
52000000,70,5,1999,26,14
28000000,55,5,1982,43,14
18000000,30,5,1994,31,14
63000000,80,7,2012,13,14
41000000,65,7,2001,24,14
60000000,75,12,2000,25,14
83000000,70,2,2011,14,14
45000000,45,5,2013,12,14
43000000,40,9,2021,4,14
25000000,25,6,2011,14,14
40000000,60,2,1975,50,14
79000000,70,4,2008,17,14
34000000,50,5,1984,41,14
89000000,80,8,2005,20,14
90000000,65,5,2015,10,14
53000000,55,6,2003,22,14
75000000,55,3,2016,9,14
47000000,60,13,1994,31,14
25000000,70,15,1978,47,14
31000000,65,4,1981,44,14
55000000,65,9,1996,29,14
56000000,75,10,1996,29,14
66000000,70,11,2016,9,14
39000000,70,15,1979,46,14
37000000,65,15,1981,44,14
60000000,70,7,2005,20,14
68000000,70,11,2016,9,14
7900000,25,10,1974,51,14
31000000,55,2,1982,43,14
65000000,65,4,1996,29,14
57000000,65,4,1996,29,14
54000000,65,5,2007,18,14
45000000,90,20,2006,19,14
32000000,60,15,2003,22,14
33000000,30,3,2019,6,14
23000000,30,3,1978,47,14
22000000,30,3,1978,47,14
25000000,50,4,1979,46,14
51000000,60,2,2005,20,14
73000000,70,3,2005,20,14
34000000,30,3,2019,6,14
55000000,80,13,2004,21,14
68000000,85,13,2004,21,14
61000000,75,11,1997,28,14
50000000,80,11,2000,25,14
16000000,30,13,1994,31,14
35000000,45,2,1991,34,14
67000000,70,13,2004,21,14
50000000,65,9,2006,19,14
25000000,45,9,1974,51,14
33000000,45,9,1974,51,14
53000000,50,3,2014,11,14
66000000,65,6,2000,25,14
19000000,50,15,1974,51,14
54000000,60,13,2008,17,14
11000000,20,6,1991,34,14
56000000,75,11,2004,21,14
8700000,20,5,1991,34,14
66000000,70,13,2008,17,14
18000000,50,12,1982,43,14
75000000,80,2,2001,24,14
85000000,75,2,2014,11,14
19000000,25,3,2009,16,14
42000000,65,2,1986,39,14
73000000,75,2,2001,24,14
30000000,50,4,1971,54,14
22000000,50,6,1967,58,14
53000000,70,10,1992,33,14
31000000,55,7,1986,39,14
65000000,70,10,2006,19,14
49000000,75,10,2009,16,14
45000000,40,10,2022,3,14
42000000,65,4,1992,33,14
38000000,70,8,1998,27,14
50000000,75,9,1996,29,14
46000000,65,4,1992,33,14
41000000,80,7,1979,46,14
90000000,110,9,2016,9,14
63000000,75,10,2017,8,14
61000000,75,10,2017,8,14
59000000,65,9,2016,9,14
50000000,70,14,2004,21,14
50000000,60,13,2004,21,14
58000000,65,9,2016,9,14
49000000,70,8,1996,29,14
60000000,65,10,2017,8,14
39000000,80,7,1979,46,14
67000000,70,5,2006,19,14
61000000,80,9,2004,21,14
41000000,55,4,1994,31,14
46000000,65,8,2001,24,14
55000000,70,2,2006,19,14
36000000,70,5,1990,35,14
61000000,45,3,2024,1,14
20000000,40,6,1978,47,14
71000000,60,4,2006,19,14
80000000,70,9,2000,25,14
20000000,25,5,2003,22,14
93000000,80,6,2014,11,14
140000000,170,12,1991,34,14
27000000,70,12,1970,55,14
54000000,60,3,1999,26,14
66000000,80,5,1997,28,14
50000000,65,7,1971,54,14
8500000,20,5,1990,35,14
35000000,65,11,1978,47,14
65000000,75,8,2007,18,14
45000000,55,10,2014,11,14
58000000,70,16,2006,19,14
29000000,75,18,1989,36,14
22000000,45,15,1972,53,14
39000000,60,12,2006,19,14
35000000,55,10,1970,55,14
57000000,75,20,2003,22,14
78000000,100,7,2001,24,14
68000000,85,7,2001,24,14
32000000,40,8,1967,58,14
120000000,105,11,2014,11,14
140000000,85,6,2012,13,14
89000000,75,7,2014,11,14
38000000,70,4,1980,45,14
42000000,60,6,1971,54,14
70000000,80,8,2008,17,14
50000000,65,6,1981,44,14
22000000,40,3,1974,51,14
57000000,55,7,1992,33,14
39000000,65,6,1999,26,14
37000000,65,18,1981,44,14
48000000,85,2,1970,55,14
38000000,70,5,1982,43,14
35000000,45,2,1984,41,14
73000000,75,13,2012,13,14
20000000,40,15,1994,31,14
84000000,85,13,2012,13,14
80000000,80,2,2005,20,14
67000000,70,6,2008,17,14
39000000,60,4,1995,30,14
110000000,75,7,2012,13,14
58000000,90,3,1979,46,14
61000000,65,13,2020,5,14
54000000,75,10,1987,38,14
38000000,60,10,1987,38,14
90000000,75,4,2017,8,14
66000000,70,3,2019,6,14
85000000,75,4,2017,8,14
71000000,65,5,2020,5,14
84000000,80,4,2015,10,14
77000000,75,4,2015,10,14
33000000,30,4,2023,2,14
69000000,70,3,2019,6,14
93000000,75,4,2017,8,14
39000000,55,7,1994,31,14
53000000,50,4,2023,2,14
47000000,60,2,1997,28,14
19000000,30,2,2014,11,14
55000000,65,9,2013,12,14
37000000,100,8,1971,54,14
97000000,75,4,2017,8,14
37000000,55,10,2004,21,14
60000000,75,4,2001,24,14
36000000,55,6,1994,31,14
32000000,35,6,2009,16,14
77000000,85,3,2002,23,14
46000000,60,5,1982,43,14
20000000,40,8,1974,51,14
41000000,65,6,1986,39,14
46000000,65,7,2012,13,14
63000000,95,8,2001,24,14
24000000,45,5,1994,31,14
42000000,60,12,2010,15,14
54000000,80,11,1996,29,14
42000000,65,12,2001,24,14
55000000,75,10,2009,16,14
35000000,45,7,1992,33,14
20000000,50,3,1973,52,14
33000000,70,3,1981,44,14
10000000,30,14,1972,53,14
65000000,75,5,1998,27,14
53000000,65,3,2000,25,14
48000000,60,9,2002,23,14
42000000,65,10,1997,28,14
47000000,70,8,2005,20,14
47000000,65,15,2019,6,14
8000000,20,12,1990,35,14
54000000,100,12,1997,28,14
60000000,50,2,2004,21,14
12000000,35,5,1968,57,14
24000000,25,2,2013,12,14
69000000,70,9,2001,24,14
80000000,80,6,1996,29,14
85000000,65,4,2017,8,14
93000000,70,4,2017,8,14
35000000,45,4,1971,54,14
25000000,20,11,2011,14,14
38000000,55,7,2005,20,14
28000000,20,6,2011,14,14
42000000,70,4,1971,54,14
23000000,35,6,1973,52,14
31000000,55,2,1975,50,14
28000000,25,6,2015,10,14
8000000,15,4,1991,34,14
15000000,15,6,1990,35,14
11000000,15,8,1988,37,14
38000000,25,5,2023,2,14
37000000,25,5,2023,2,14
29000000,25,11,2015,10,14
21000000,20,3,1995,30,14
18000000,15,4,1998,27,14
30000000,30,13,2008,17,14
6000000,15,17,1989,36,14
45000000,60,3,2011,14,14
24000000,20,5,2012,13,14
36000000,70,6,1977,48,14
55000000,55,2,2000,25,14
57000000,65,11,1997,28,14
17000000,30,13,1994,31,14
80000000,75,14,1997,28,14
40000000,50,9,1974,51,14
24000000,20,11,2012,13,14
55000000,70,14,2004,21,14
16000000,25,13,1994,31,14
35000000,40,3,1991,34,14
26000000,55,14,1984,41,14
6000000,15,14,1988,37,14
27000000,40,3,1984,41,14
7200000,15,3,1991,34,14
8200000,15,13,1990,35,14
10000000,15,2,1974,51,14
17000000,35,3,1967,58,14
21000000,20,16,2008,17,14
21000000,20,16,2008,17,14
58000000,60,1,1970,55,14
86000000,85,14,2003,22,14
20000000,20,8,2004,21,14
26000000,25,9,2018,7,14
23000000,20,10,2011,14,14
29000000,25,4,2019,6,14
20000000,20,8,2012,13,14
27000000,25,5,2017,8,14
41000000,40,2,2012,13,14
10000000,15,3,1991,34,14
55000000,70,2,2001,24,14
22000000,35,16,1972,53,14
24000000,20,6,2004,21,14
27000000,55,6,1971,54,14
58000000,65,8,1998,27,14
20000000,20,15,2008,17,14
24000000,20,11,2011,14,14
21000000,20,8,2008,17,14
33000000,55,11,1979,46,14
63000000,60,20,2016,9,14
20000000,15,6,2001,24,14
53000000,65,10,1992,33,14
23000000,20,7,2007,18,14
22000000,20,6,2013,12,14
28000000,20,5,2019,6,14
48000000,50,4,2014,11,14
23000000,20,6,2011,14,14
35000000,40,3,1977,48,14
24000000,20,3,2003,22,14
22000000,25,5,1998,27,14
25000000,20,3,2003,22,14
17000000,20,6,2004,21,14
8900000,15,9,1991,34,14
68000000,70,1,2005,20,14
40000000,55,2,1999,26,14
20000000,20,5,2007,18,14
22000000,20,4,2011,14,14
49000000,70,14,2011,14,14
42000000,55,12,1995,30,14
37000000,35,10,2018,7,14
58000000,60,9,2016,9,14
32000000,30,7,2008,17,14
23000000,20,7,2012,13,14
26000000,25,3,2014,11,14
24000000,20,8,2013,12,14
20000000,20,5,2007,18,14
18000000,25,5,1994,31,14
33000000,60,7,2004,21,14
23000000,20,4,2010,15,14
19000000,15,6,2000,25,14
21000000,35,3,1993,32,14
36000000,65,4,1990,35,14
53000000,55,3,1995,30,14
45000000,35,5,2015,10,14
68000000,65,1,2005,20,14
5000000,20,8,1974,51,14
11000000,35,8,1974,51,14
46000000,100,9,2001,24,14
46000000,80,10,1985,40,14
38000000,35,8,2010,15,14
27000000,25,8,2014,11,14
8400000,15,5,1987,38,14
55000000,60,3,2014,11,14
26000000,20,5,2010,15,14
78000000,80,12,2000,25,14
47000000,60,1,2001,24,14
42000000,60,10,1997,28,14
19000000,20,3,2006,19,14
66000000,70,13,2020,5,14
40000000,45,2,2005,20,2
37000000,40,2,2005,20,2
70000000,70,6,2001,24,2
130000000,95,6,2015,10,2
65000000,60,13,1998,27,2
92000000,90,20,2006,19,2
74000000,75,20,2006,19,2
62000000,75,19,2006,19,2
40000000,65,10,1984,41,2
34000000,65,19,1978,47,2
88000000,90,20,2006,19,2
70000000,70,22,2019,6,2
82000000,70,10,2015,10,2
62000000,80,18,2007,18,2
67000000,75,18,2005,20,2
25000000,75,16,1982,43,2
30000000,40,16,2006,19,2
46000000,55,5,1974,51,2
67000000,60,8,2003,22,2
89000000,85,21,2006,19,2
22000000,40,19,1976,49,2
77000000,80,21,2000,25,2
67000000,55,8,2003,22,2
22000000,40,6,1969,56,2
68000000,85,5,2006,19,2
37000000,60,3,1971,54,2
95000000,90,9,2007,18,2
23000000,50,7,1973,52,2
73000000,75,1,2004,21,2
140000000,190,7,1988,37,2
75000000,90,5,1982,43,2
30000000,35,7,2009,16,2
6000000,15,7,1981,44,2
6000000,15,7,1981,44,2
10000000,15,6,1985,40,2
22000000,30,7,2006,19,2
85000000,75,1,1997,28,2
47000000,55,4,1975,50,2
99000000,85,7,2002,23,2
70000000,75,8,2009,16,2
34000000,60,5,1979,46,2
54000000,65,5,2000,25,2
98000000,110,7,2009,16,2
88000000,100,7,2009,16,2
90000000,115,6,1987,38,2
44000000,75,8,1977,48,2
50000000,50,6,2009,16,2
87000000,90,20,2007,18,2
83000000,80,22,2016,9,2
55000000,95,17,2000,25,2
65000000,80,4,1990,35,2
47000000,60,14,2009,16,2
55000000,80,13,1973,52,2
53000000,80,14,2000,25,2
49000000,45,10,2002,23,2
49000000,55,13,1983,42,2
26000000,35,3,1970,55,2
15000000,35,1,1977,48,2
95000000,90,3,2022,3,2
18000000,40,4,1982,43,2
32000000,60,11,1971,54,2
51000000,70,18,2014,11,2
36000000,65,12,1978,47,2
72000000,75,10,2015,10,2
45000000,45,4,2002,23,2
55000000,65,3,1998,27,2
42000000,60,10,1983,42,2
52000000,65,4,1996,29,2
78000000,60,9,2022,3,2
23000000,35,7,2004,21,2
75000000,70,18,2013,12,2
82000000,80,5,2007,18,2
89000000,95,14,2003,22,2
42000000,65,4,1978,47,2
120000000,75,5,2014,11,2
94000000,85,6,2002,23,2
87000000,60,4,2004,21,2
84000000,65,2,2014,11,2
85000000,60,3,2000,25,2
82000000,75,7,2012,13,2
73000000,50,3,2015,10,2
31000000,60,18,1976,49,2
39000000,55,2,1973,52,2
120000000,100,6,2006,19,2
80000000,75,16,2009,16,2
80000000,80,10,2004,21,2
67000000,80,19,2003,22,2
81000000,80,16,2016,9,2
90000000,70,7,2016,9,2
94000000,70,7,2016,9,2
120000000,110,13,2009,16,2
50000000,55,4,1995,30,2
72000000,70,10,2000,25,2
57000000,55,4,1999,26,2
110000000,75,7,2014,11,2
130000000,95,3,2008,17,2
70000000,45,6,2010,15,2
56000000,45,10,2016,9,2
120000000,70,5,2015,10,2
160000000,90,7,2010,15,2
120000000,70,7,2010,15,2
35000000,35,10,2007,18,2
150000000,75,3,2015,10,2
65000000,75,3,1982,43,2
130000000,70,7,2010,15,2
140000000,65,6,2010,15,2
71000000,50,9,2016,9,2
67000000,60,5,2002,23,2
25000000,45,15,1983,42,2
56000000,75,16,2017,8,2
100000000,75,13,2010,15,2
68000000,95,15,2017,8,2
56000000,75,16,2017,8,2
73000000,65,12,2014,11,2
66000000,85,16,2017,8,2
16000000,30,9,1978,47,2
58000000,75,11,2003,22,2
85000000,75,10,2014,11,2
36000000,65,10,1978,47,2
20000000,35,8,1983,42,2
44000000,55,11,1992,33,2
63000000,40,6,2021,4,2
30000000,30,1,1998,27,2
19000000,45,10,1968,57,2
16000000,30,4,1969,56,2
110000000,100,8,1996,29,2
30000000,40,10,1968,57,2
37000000,40,2,1973,52,2
67000000,95,10,2001,24,2
100000000,65,6,2021,4,2
67000000,75,6,2009,16,2
100000000,85,7,2018,7,2
65000000,80,16,2004,21,2
55000000,70,12,2002,23,2
90000000,75,7,2018,7,2
74000000,75,14,2005,20,2
62000000,60,10,1997,28,2
14000000,20,9,1991,34,2
18000000,30,2,1970,55,2
50000000,60,2,1970,55,2
89000000,85,10,2001,24,2
65000000,60,10,2014,11,2
150000000,115,9,2001,24,2
61000000,55,6,2003,22,2
44000000,45,8,2003,22,2
65000000,80,8,2016,9,2
30000000,30,10,1996,29,2
32000000,60,2,1964,61,2
23000000,25,2,2004,21,2
76000000,90,9,2002,23,2
44000000,55,9,1978,47,2
53000000,50,5,1991,34,2
62000000,55,6,2013,12,2
100000000,80,7,2012,13,2
29000000,45,10,1980,45,2
59000000,85,17,2005,20,2
41000000,75,23,1999,26,2
41000000,70,23,1999,26,2
64000000,65,6,2005,20,2
61000000,80,4,1999,26,2
57000000,105,20,2008,17,2
97000000,100,6,2005,20,2
9000000,15,5,1985,40,2
95000000,120,15,1988,37,2
140000000,85,8,2019,6,2
130000000,75,7,2021,4,2
73000000,65,12,1996,29,2
83000000,80,12,1996,29,2
160000000,100,5,2007,18,2
35000000,35,9,2007,18,2
220000000,120,8,1999,26,2
66000000,105,5,1973,52,2
190000000,105,8,2004,21,2
84000000,75,13,1997,28,2
88000000,70,10,2019,6,2
43000000,60,8,1981,44,2
21000000,35,9,1992,33,2
38000000,40,4,1977,48,2
85000000,60,5,1998,27,2
37000000,45,5,1983,42,2
75000000,70,3,1974,51,2
47000000,40,4,1983,42,2
61000000,70,13,1986,39,2
72000000,85,11,1997,28,2
80000000,70,9,2012,13,2
45000000,70,9,1969,56,2
9900000,20,9,1988,37,2
65000000,80,10,1996,29,2
88000000,80,7,2013,12,2
83000000,80,15,2004,21,2
82000000,75,15,2021,4,2
77000000,60,13,2004,21,2
54000000,60,2,1995,30,2
60000000,60,12,2016,9,2
26000000,45,16,1978,47,2
76000000,75,15,2006,19,2
34000000,50,14,1993,32,2
23000000,45,9,1972,53,2
84000000,90,13,1971,54,2
38000000,50,13,1971,54,2
49000000,55,8,1994,31,2
56000000,50,13,1972,53,2
47000000,80,13,1996,29,2
49000000,70,17,1987,38,2
71000000,50,2,2019,6,2
130000000,80,10,2015,10,2
86000000,70,6,1998,27,2
120000000,80,10,2015,10,2
96000000,75,5,1999,26,2
79000000,70,5,2005,20,2
110000000,85,7,2005,20,2
95000000,70,10,2021,4,2
42000000,55,11,1973,52,2
72000000,145,7,1975,50,2
99000000,80,8,2010,15,2
78000000,80,5,2000,25,2
100000000,125,5,2003,22,2
45000000,40,4,2015,10,2
74000000,60,10,2005,20,2
100000000,70,5,2016,9,2
140000000,90,7,2012,13,2
57000000,60,6,1976,49,2
53000000,45,10,1996,29,2
30000000,45,3,1969,56,2
69000000,60,6,1976,49,2
90000000,70,4,1999,26,2
39000000,65,22,1999,26,2
55000000,75,17,2002,23,2
24000000,45,16,1991,34,2
51000000,75,18,2000,25,2
50000000,60,23,2012,13,2
35000000,60,3,1974,51,2
75000000,75,9,2015,10,2
60000000,60,9,2013,12,2
14000000,20,4,1984,41,2
78000000,75,5,2009,16,2
23000000,45,12,1976,49,2
17000000,65,13,1972,53,2
46000000,45,14,2016,9,2
63000000,85,17,1995,30,2
84000000,75,11,2017,8,2
11000000,35,22,1976,49,2
92000000,100,12,2000,25,2
22000000,40,15,1984,41,2
54000000,55,10,1985,40,2
37000000,40,3,1972,53,2
80000000,60,3,2004,21,2
61000000,50,8,2003,22,2
58000000,55,3,1979,46,2
120000000,90,11,2004,21,2
43000000,40,8,1999,26,2
50000000,75,7,1977,48,2
160000000,120,9,2006,19,2
90000000,70,10,2002,23,2
99000000,75,9,2006,19,2
140000000,85,5,1999,26,2
110000000,80,14,2015,10,2
38000000,50,3,1970,55,2
58000000,60,2,2002,23,2
50000000,70,3,1970,55,2
80000000,75,15,2004,21,2
90000000,80,6,2004,21,2
90000000,90,7,1996,29,2
33000000,45,3,1975,50,2
40000000,55,7,1976,49,2
35000000,55,6,1978,47,2
37000000,40,7,2004,21,2
53000000,80,4,1981,44,2
43000000,55,7,1976,49,2
54000000,80,17,1995,30,2
49000000,60,15,1994,31,2
72000000,80,18,2021,4,2
48000000,70,15,1995,30,2
65000000,60,10,1989,36,2
100000000,85,10,2000,25,2
33000000,50,14,1983,42,2
95000000,95,13,1990,35,2
100000000,75,12,2018,7,2
63000000,75,16,1994,31,2
64000000,80,7,2010,15,2
100000000,80,9,2010,15,2
110000000,80,12,2018,7,2
93000000,80,8,2002,23,2
83000000,60,8,2013,12,2
92000000,80,13,2001,24,2
54000000,45,7,2006,19,2
55000000,50,11,1994,31,2
70000000,60,7,1996,29,2
38000000,45,9,1981,44,2
72000000,65,7,2015,10,2
59000000,75,1,2013,12,2
24000000,40,4,1968,57,2
55000000,45,7,2003,22,2
42000000,45,9,1981,44,2
57000000,75,1,2013,12,2
72000000,75,5,1976,49,2
71000000,75,8,2008,17,2
45000000,40,8,2007,18,2
67000000,50,2,1995,30,2
34000000,30,5,2001,24,2
12000000,15,3,1984,41,2
58000000,65,16,2004,21,2
37000000,55,14,1984,41,2
62000000,70,25,2009,16,2
18000000,20,10,1998,27,2
22000000,15,6,1997,28,2
44000000,40,7,2003,22,2
15000000,25,2,1970,55,2
48000000,55,8,1983,42,2
13000000,15,7,1991,34,2
57000000,75,6,1971,54,2
140000000,85,5,2002,23,2
76000000,90,14,1987,38,2
84000000,50,2,2018,7,2
25000000,40,9,1975,50,2
19000000,25,11,2007,18,2
55000000,55,14,2019,6,2
11000000,15,6,1984,41,2
23000000,30,7,2004,21,2
32000000,30,4,1987,38,2
57000000,35,1,2013,12,2
22000000,15,4,1997,28,2
27000000,25,14,2016,9,2
25000000,20,11,2001,24,2
30000000,25,8,2019,6,2
65000000,55,11,2004,21,2
120000000,80,6,2015,10,2
65000000,70,6,2001,24,2
93000000,65,5,2015,10,2
84000000,55,2,2014,11,2
56000000,35,2,2005,20,2
35000000,25,7,2018,7,2
40000000,60,10,1973,52,2
100000000,55,10,2007,18,2
48000000,40,12,2005,20,2
13000000,15,11,1985,40,2
45000000,45,15,1991,34,2
34000000,45,15,1986,39,2
85000000,130,18,1987,38,2
77000000,90,7,1998,27,2
90000000,65,9,2002,23,2
150000000,80,12,2012,13,2
25000000,20,6,2004,21,2
13000000,15,2,1984,41,2
75000000,55,3,2011,14,2
210000000,95,10,2008,17,2
14000000,15,11,1987,38,2
15000000,20,7,1984,41,2
31000000,20,6,2005,20,2
36000000,30,12,2008,17,2
78000000,75,13,2002,23,2
70000000,40,6,2010,15,2
200000000,85,6,2010,15,2
33000000,25,9,2017,8,2
37000000,30,2,2002,23,2
46000000,55,20,2007,18,2
80000000,70,11,2009,16,2
40000000,55,10,1984,41,2
12000000,30,13,1977,48,2
